"2 de enero","Combined Print & E-Book Nonfiction","6","Rachel Campos-Duffy and Sean Duffy","ALL AMERICAN CHRISTMAS","5","Biografia "
"2 de enero","Combined Print & E-Book Nonfiction","7"," Brian Kilmeade","THE PRESIDENT AND THE FREEDOM FIGHTER","7","Biografia "
"2 de enero","Combined Print & E-Book Nonfiction","8","Bell Hooks","ALL ABOUT LOVE","1","Autoayuda"
"2 de enero","Combined Print & E-Book Nonfiction","9"," the Beatles","THE BEATLES: GET BACK","6","Biografía"
"2 de enero","Combined Print & E-Book Nonfiction","10","Bessel Van Der Kolk","THE BODY KEEPS THE SCORE","69","Autoayuda"
"2 de enero","Combined Print & E-Book Nonfiction","11","Barack Obama and Bruce Springsteen","RENEGADES","7","Política"
"2 de enero","Combined Print & E-Book Nonfiction","12","Robert F. Kennedy Jr.","THE REAL ANTHONY FAUCI","5","Política"
"2 de enero","Combined Print & E-Book Nonfiction","13","Ann Patchett","THESE PRECIOUS DAYS","4","Ensayo"
"2 de enero","Combined Print & E-Book Nonfiction","14","Matthew McConaughey","GREENLIGHTS","48","Autobiografía"
"2 de enero","Combined Print & E-Book Nonfiction","15"," David Graeber and David Wengrow","THE DAWN OF EVERYTHING","4","Historia"
"9 de enero ","Combined Print & E-Book Fiction","1"," John Grisham","THE JUDGE'S LIST","10","Thriller"
"9 de enero ","Combined Print & E-Book Fiction","2","Mitch Albom","THE STRANGER IN THE LIFEBOAT","8","Misterio histórico "
"9 de enero ","Combined Print & E-Book Fiction","3","Colleen Hoover","IT ENDS WITH US","28","Romance"
"9 de enero ","Combined Print & E-Book Fiction","4"," Amor Towles","THE LINCOLN HIGHWAY","12","Coming of age"
"9 de enero ","Combined Print & E-Book Fiction","5","Amanda Gorman","CALL US WHAT WE CARRY","3","Poesía"
"9 de enero ","Combined Print & E-Book Fiction","6"," Nicholas Sparks","THE WISH","13","Romance"
"9 de enero ","Combined Print & E-Book Fiction","7","Diana Gabaldon","GO TELL THE BEES THAT I AM GONE","5","Ciencia Ficción"
"9 de enero ","Combined Print & E-Book Fiction","8","Jodi Picoult","WISH YOU WERE HERE","4","Thriller"
"9 de enero ","Combined Print & E-Book Fiction","9","Anthony Doerr","CLOUD CUCKOO LAND","11","Ciencia Ficción"
"9 de enero ","Combined Print & E-Book Fiction","10","Matt Haig","THE MIDNIGHT LIBRARY","47","Ciencia Ficción"
"9 de enero ","Combined Print & E-Book Fiction","11","Taylor Jenkins Reid","THE SEVEN HUSBANDS OF EVELYN HUGO","26","Romance"
"9 de enero ","Combined Print & E-Book Fiction","12","James Patterson","FEAR NO EVIL","5","Thriller"
"9 de enero ","Combined Print & E-Book Fiction","13","Stephen King","BILLY SUMMERS","10","Thriller"
"9 de enero ","Combined Print & E-Book Fiction","14","Madeline Miller","THE SONG OF ACHILLES","21","Romance"
"9 de enero ","Combined Print & E-Book Fiction","15"," Laura Dave","THE LAST THING HE TOLD ME","28","Thriller"
"9 de enero ","Combined Print & E-Book Nonfiction","1","Dave Grohl","THE STORYTELLER","12","Autobiografía"
"9 de enero ","Combined Print & E-Book Nonfiction","2","Will Smith","WILL","7","Autobiografía"
"9 de enero ","Combined Print & E-Book Nonfiction","3","Matthew McConaughey","GREENLIGHTS","49","Autobiografía"
"9 de enero ","Combined Print & E-Book Nonfiction","4","Nikole Hannah-Jones","THE 1619 PROJECT","6","Historia"
"9 de enero ","Combined Print & E-Book Nonfiction","5","Paul McCartney","THE LYRICS: 1956 TO THE PRESENT","8","Biografía"
"9 de enero ","Combined Print & E-Book Nonfiction","6","Brian Kilmeade","THE PRESIDENT AND THE FREEDOM FIGHTER","8","Biografía"
"9 de enero ","Combined Print & E-Book Nonfiction","7","Barack Obama and Bruce Springsteen","RENEGADES","8","Política"
"9 de enero ","Combined Print & E-Book Nonfiction","8","Rachel Campos-Duffy and Sean Duffy","ALL AMERICAN CHRISTMAS","6","Biografia "
"9 de enero ","Combined Print & E-Book Nonfiction","9","Bessel Van Der Kolk","THE BODY KEEPS THE SCORE","70","Autoayuda"
"9 de enero ","Combined Print & E-Book Nonfiction","10","Stanley Tucci","TASTE","11","Autobiografía"
"9 de enero ","Combined Print & E-Book Nonfiction","11","Michelle Zauner","CRYING IN H MART","13","Autobiografía"
"9 de enero ","Combined Print & E-Book Nonfiction","12","Bell Hooks","ALL ABOUT LOVE","13","Autoayuda"
"9 de enero ","Combined Print & E-Book Nonfiction","13","The beatles","THE BEATLES: GET BACK","7","Biografía"
"9 de enero ","Combined Print & E-Book Nonfiction","14","James Patterson and benjamin wallace","THE DEFENSE LAWYER","1","Biografía "
"9 de enero ","Combined Print & E-Book Nonfiction","15","Mel Brooks","ALL ABOUT ME!","2","Biografía"
"16 de enero","Combined Print & E-Book Fiction","1","Colleen Hoover","IT ENDS WITH US","29","Romance"
"16 de enero","Combined Print & E-Book Fiction","2","Colleen Hoover","VERITY","4","Thriller"
"16 de enero","Combined Print & E-Book Fiction","3","Taylor Jenkins Reid","THE SEVEN HUSBANDS OF EVELYN HUGO","27","Romance"
"16 de enero","Combined Print & E-Book Fiction","4","Christine Feehan","ANNIHILATION ROAD","11","Romance"
"16 de enero","Combined Print & E-Book Fiction","5","John Grisham","THE JUDGE'S LIST","11","Thriller"
"16 de enero","Combined Print & E-Book Fiction","6","Amor Towles","THE LINCOLN HIGHWAY","13","Coming of age"
"16 de enero","Combined Print & E-Book Fiction","7","Stuart Woods","CRIMINAL MISCHIEF","1","Suspenso"
"16 de enero","Combined Print & E-Book Fiction","8"," Ali Hazelwood","THE LOVE HYPOTHESIS","7","Romance"
"16 de enero","Combined Print & E-Book Fiction","9","Jodi Picoult","WISH YOU WERE HERE","5","Thriller"
"16 de enero","Combined Print & E-Book Fiction","10","Matt Haig","THE MIDNIGHT LIBRARY","48","Ciencia Ficción"
"16 de enero","Combined Print & E-Book Fiction","11"," Michael Connelly","THE DARK HOURS","6","Misterio "
"16 de enero","Combined Print & E-Book Fiction","12","Diana Gabaldon","GO TELL THE BEES THAT I AM GONE","6","Ciencia Ficción"
"16 de enero","Combined Print & E-Book Fiction","13","Anthony Doerr","CLOUD CUCKOO LAND","12","Ciencia Ficción"
"16 de enero","Combined Print & E-Book Fiction","14","Madeline Miller","THE SONG OF ACHILLES","22","Romance"
"16 de enero","Combined Print & E-Book Fiction","15","Mitch Albom","THE STRANGER IN THE LIFEBOAT","9","Misterio histórico "
"16 de enero","Combined Print & E-Book Nonfiction","1","Nikole Hannah-Jones","THE 1619 PROJECT","7","Historia"
"16 de enero","Combined Print & E-Book Nonfiction","2","Will Smith","WILL","8","Autobiografía"
"16 de enero","Combined Print & E-Book Nonfiction","3","Joan Didion","THE YEAR OF MAGICAL THINKING","1","Autobiografía"
"16 de enero","Combined Print & E-Book Nonfiction","4","Bessel Van Der Kolk","THE BODY KEEPS THE SCORE","71","Autoayuda"
"16 de enero","Combined Print & E-Book Nonfiction","5","Dave Grohl","THE STORYTELLER","13","Autobiografía"
"16 de enero","Combined Print & E-Book Nonfiction","6","Michelle Zauner","CRYING IN H MART","14","Autobiografía"
"16 de enero","Combined Print & E-Book Nonfiction","7","Matthew McConaughey","GREENLIGHTS","50","Autobiografía"
"16 de enero","Combined Print & E-Book Nonfiction","8","Stanley Tucci","TASTE","12","Autobiografía"
"16 de enero","Combined Print & E-Book Nonfiction","9","Glennon Doyle","UNTAMED","80","Autobiografía"
"16 de enero","Combined Print & E-Book Nonfiction","10","Bell Hooks","ALL ABOUT LOVE","3","Autoayuda"
"16 de enero","Combined Print & E-Book Nonfiction","11","Paul McCartney","THE LYRICS: 1956 TO THE PRESENT","9","Biografia "
"16 de enero","Combined Print & E-Book Nonfiction","12","David Graeber and David Wengrow","THE DAWN OF EVERYTHING","5","Historia"
"16 de enero","Combined Print & E-Book Nonfiction","13","Robert F. Kennedy Jr.","THE REAL ANTHONY FAUCI","6","Política"
"16 de enero","Combined Print & E-Book Nonfiction","14","Mel Brooks","ALL ABOUT ME!","3","Biografia "
"16 de enero","Combined Print & E-Book Nonfiction","15","Anderson Cooper and Katherine Howe","VANDERBILT","7","Biografia "
"23 de enero ","Combined Print & E-Book Fiction","1","Colleen Hoover","IT ENDS WITH US","30","Romance"
"23 de enero","Combined Print & E-Book Fiction","2","Taylor Jenkins Reid","THE SEVEN HUSBANDS OF EVELYN HUGO","28","Romance"
"23 de enero","Combined Print & E-Book Fiction","3","Colleen Hoover","VERITY","5","Thriller"
"23 de enero","Combined Print & E-Book Fiction","4","Danielle Stee","INVISIBLE","1","Romance"
"23 de enero","Combined Print & E-Book Fiction","5","Madeline Miller","THE SONG OF ACHILLES","23","Romance"
"23 de enero","Combined Print & E-Book Fiction","6","Amor Towles","THE LINCOLN HIGHWAY","14","Coming of age"
"23 de enero","Combined Print & E-Book Fiction","7","Colleen Hoover","UGLY LOVE","2","Romance"
"23 de enero","Combined Print & E-Book Fiction","8","John Grisham","THE JUDGE'S LIST","12","Thriller"
"23 de enero","Combined Print & E-Book Fiction","9","Matt Haig","THE MIDNIGHT LIBRARY","49","Ciencia Ficción"
"23 de enero","Combined Print & E-Book Fiction","10","Ali Hazelwood","THE LOVE HYPOTHESIS","8","Romance"
"23 de enero","Combined Print & E-Book Fiction","11","Nita Prose","THE MAID","1","Thriller"
"23 de enero","Combined Print & E-Book Fiction","12","Laura Dave","THE LAST THING HE TOLD ME","29","Thriller"
"23 de enero","Combined Print & E-Book Fiction","13","Jodi Picoult","WISH YOU WERE HERE","6","Thriller"
"23 de enero","Combined Print & E-Book Fiction","14","Emily Henry","PEOPLE WE MEET ON VACATION","20","Romance"
"23 de enero","Combined Print & E-Book Fiction","15","James Rollins","THE STARLESS CROWN","1","Thriller"
"23 de enero","Combined Print & E-Book Nonfiction","1","Jamie Raskin","UNTHINKABLE","1","Autobiografía"
"23 de enero","Combined Print & E-Book Nonfiction","2","Bessel Van Der Kolk","THE BODY KEEPS THE SCORE","72","Autoayuda"
"23 de enero","Combined Print & E-Book Nonfiction","3","Nikole Hannah-Jones","THE 1619 PROJECT","8","Historia"
"23 de enero","Combined Print & E-Book Nonfiction","4","Michelle Zauner","CRYING IN H MART","15","Autobiografía"
"23 de enero","Combined Print & E-Book Nonfiction","5","Will Smith","WILL","9","Autobiografía"
"23 de enero","Combined Print & E-Book Nonfiction","6","Dave Grohl","THE STORYTELLER","14","Autobiografía"
"23 de enero","Combined Print & E-Book Nonfiction","7","Bell Hooks","ALL ABOUT LOVE","4","Autoayuda"
"23 de enero","Combined Print & E-Book Nonfiction","8","Glennon Doyle","UNTAMED","81","Autobiografía"
"23 de enero","Combined Print & E-Book Nonfiction","9","Joan Didion","THE YEAR OF MAGICAL THINKING","2","Autobiografía"
"23 de enero","Combined Print & E-Book Nonfiction","10","Matthew McConaughey","GREENLIGHTS","51","Autobiografía"
"23 de enero","Combined Print & E-Book Nonfiction","11","Bob Woodward and Robert Costa","PERIL","9","Política"
"23 de enero","Combined Print & E-Book Nonfiction","12","David Graeber and David Wengrow","THE DAWN OF EVERYTHING","6","Historia"
"23 de enero","Combined Print & E-Book Nonfiction","13","Bruce D. Perry and Oprah Winfrey","WHAT HAPPENED TO YOU?","23","Autoayuda"
"23 de enero","Combined Print & E-Book Nonfiction","14","Robert F. Kennedy Jr.","THE REAL ANTHONY FAUCI","7","Política"
"23 de enero","Combined Print & E-Book Nonfiction","15","Stanley Tucci","TASTE","13","Autobiografía"
"30 de enero","Combined Print & E-Book Fiction","1","Colleen Hoover","IT ENDS WITH US","31","Romance"
"30 de enero","Combined Print & E-Book Fiction","2","Elizabeth George","SOMETHING TO HIDE","1","Thriller"
"30 de enero","Combined Print & E-Book Fiction","3","Taylor Jenkins Reid","THE SEVEN HUSBANDS OF EVELYN HUGO","29","Romance"
"30 de enero","Combined Print & E-Book Fiction","4","Colleen Hoover","VERITY","6","Thriller"
"30 de enero","Combined Print & E-Book Fiction","5","Nita Prose","THE MAID","2","Thriller"
"30 de enero","Combined Print & E-Book Fiction","6","James Patterson and Mike Lupica","THE HORSEWOMAN","1","Thriller"
"30 de enero","Combined Print & E-Book Fiction","7","Colleen Hoover","UGLY LOVE","3","Romance"
"30 de enero","Combined Print & E-Book Fiction","8","Amor Towles","THE LINCOLN HIGHWAY","15","Coming of age"
"30 de enero","Combined Print & E-Book Fiction","9","Hanya Yanagihara","TO PARADISE","1","Novela Histórica"
"30 de enero","Combined Print & E-Book Fiction","10","John Grisham","THE JUDGE'S LIST","13","Thriller"
"30 de enero","Combined Print & E-Book Fiction","11","Laura Dave","THE LAST THING HE TOLD ME","30","Thriller"
"30 de enero","Combined Print & E-Book Fiction","12","Jodi Picoult","WISH YOU WERE HERE","7","Thriller"
"30 de enero","Combined Print & E-Book Fiction","13","Matt Haig","THE MIDNIGHT LIBRARY","50","Ciencia Ficción"
"30 de enero","Combined Print & E-Book Fiction","14","Ali Hazelwood","THE LOVE HYPOTHESIS","9","Romance"
"30 de enero","Combined Print & E-Book Fiction","15","Brad Taylor","END OF DAYS","1","Thriller"
"30 de enero","Combined Print & E-Book Nonfiction","1","Bessel Van Der Kolk","THE BODY KEEPS THE SCORE","73","Autoayuda"
"30 de enero","Combined Print & E-Book Nonfiction","2","Jamie Raskin","UNTHINKABLE","2","Autobiografía"
"30 de enero","Combined Print & E-Book Nonfiction","3","Nikole Hannah-Jones","THE 1619 PROJECT","9","Historia"
"30 de enero","Combined Print & E-Book Nonfiction","4","Barbara F. Walter","HOW CIVIL WARS START","1","Historia"
"30 de enero","Combined Print & E-Book Nonfiction","5","Matthew McConaughey","GREENLIGHTS","52","Autobiografía"
"30 de enero","Combined Print & E-Book Nonfiction","6","Will Smith","WILL","10","Autobiografía"
"30 de enero","Combined Print & E-Book Nonfiction","7","Michelle Zauner","CRYING IN H MART","16","Autobiografía"
"30 de enero","Combined Print & E-Book Nonfiction","8","Carl Bernstein","CHASING HISTORY","1","Autobiografía"
"30 de enero","Combined Print & E-Book Nonfiction","9","Bell Hooks","ALL ABOUT LOVE","5","Autoayuda"
"30 de enero","Combined Print & E-Book Nonfiction","10","Dave Grohl","THE STORYTELLER","15","Autobiografía"
"30 de enero","Combined Print & E-Book Nonfiction","11","Glennon Doyle","UNTAMED","82","Autobiografía"
"30 de enero","Combined Print & E-Book Nonfiction","12","Robin Wall Kimmerer","BRAIDING SWEETGRASS","25","Autoayuda"
"30 de enero","Combined Print & E-Book Nonfiction","13","Ginger Zee","A LITTLE CLOSER TO HOME","1","Autobiografía"
"30 de enero","Combined Print & E-Book Nonfiction","14","Stanley Tucci","TASTE","14","Autobiografía"
"30 de enero","Combined Print & E-Book Nonfiction","15","Robert F. Kennedy Jr.","THE REAL ANTHONY FAUCI","8","Política"
"6 de febrero","Combined Print & E-Book Fiction","1","Colleen Hoover","IT ENDS WITH US","32","Romance"
"6 de febrero","Combined Print & E-Book Fiction","2","Taylor Jenkins Reid","THE SEVEN HUSBANDS OF EVELYN HUGO","30","Romance"
"6 de febrero","Combined Print & E-Book Fiction","3","Colleen Hoover","VERITY","7","Thriller"
"6 de febrero","Combined Print & E-Book Fiction","4","Lisa Gardner","ONE STEP TOO FAR","1","Thriller"
"6 de febrero","Combined Print & E-Book Fiction","5","Colleen Hoover","UGLY LOVE","4","Romance"
"6 de febrero","Combined Print & E-Book Fiction","6","Nita Prose","THE MAID","3","Thriller"
"6 de febrero","Combined Print & E-Book Fiction","7","Amor Towles","THE LINCOLN HIGHWAY","16","Coming of age"
"6 de febrero","Combined Print & E-Book Fiction","8","Matt Haig","THE MIDNIGHT LIBRARY","51","Ciencia Ficción"
"6 de febrero","Combined Print & E-Book Fiction","9","Colleen Hoover","NOVEMBER 9","2","Romance"
"6 de febrero","Combined Print & E-Book Fiction","10","Laura Dave","THE LAST THING HE TOLD ME","31","Thriller"
"6 de febrero","Combined Print & E-Book Fiction","11","Jayne Ann Krentz","LIGHTNING IN A MIRROR","1","Thriller"
"6 de febrero","Combined Print & E-Book Fiction","12","John Grisham","THE JUDGE'S LIST","14","Thriller"
"6 de febrero","Combined Print & E-Book Fiction","13","Katee Robert","ELECTRIC IDOL","1","Romance"
"6 de febrero","Combined Print & E-Book Fiction","14","Ali Hazelwood","THE LOVE HYPOTHESIS","10","Romance"
"6 de febrero","Combined Print & E-Book Fiction","15","Jodi Picoult","WISH YOU WERE HERE","8","Thriller"
"6 de febrero","Combined Print & E-Book Nonfiction","1","Valerie Bertinelli","ENOUGH ALREADY","1","AutoBiografía"
"6 de febrero","Combined Print & E-Book Nonfiction","2","Bessel Van Der Kolk","THE BODY KEEPS THE SCORE","74","Autoayuda"
"6 de febrero","Combined Print & E-Book Nonfiction","3","Rosemary Sullivan","THE BETRAYAL OF ANNE FRANK","1","Historia"
"6 de febrero","Combined Print & E-Book Nonfiction","4","Nikole Hannah-Jones","THE 1619 PROJECT","10","Historia"
"6 de febrero","Combined Print & E-Book Nonfiction","5","Jamie Raskin","UNTHINKABLE","3","Autobiografía"
"6 de febrero","Combined Print & E-Book Nonfiction","6","Michelle Zauner","CRYING IN H MART","17","Autobiografía"
"6 de febrero","Combined Print & E-Book Nonfiction","7","Matthew McConaughey","GREENLIGHTS","53","Autobiografía"
"6 de febrero","Combined Print & E-Book Nonfiction","8","Will Smith","WILL","11","Autobiografía"
"6 de febrero","Combined Print & E-Book Nonfiction","9","Bell Hooks","ALL ABOUT LOVE","6","Autoayuda"
"6 de febrero","Combined Print & E-Book Nonfiction","10","Dave Grohl","THE STORYTELLER","16","Autobiografía"
"6 de febrero","Combined Print & E-Book Nonfiction","11","Chris Herring","BLOOD IN THE GARDEN","1","Deporte"
"6 de febrero","Combined Print & E-Book Nonfiction","12","Robin Wall Kimmerer","BRAIDING SWEETGRASS","26","Autoayuda"
"6 de febrero","Combined Print & E-Book Nonfiction","13","Glennon Doyle","UNTAMED","83","Autobiografía"
"6 de febrero","Combined Print & E-Book Nonfiction","14","Stanley Tucci","TASTE","15","Autobiografía"
"6 de febrero","Combined Print & E-Book Nonfiction","15","Laura Coates","JUST PURSUIT","1","Historia"
"13 de febrero","Combined Print & E-Book Fiction","1","Colleen Hoover","IT ENDS WITH US","33","Romance"
"13 de febrero","Combined Print & E-Book Fiction","2","Colleen Hoover","VERITY","8","Thriller"
"13 de febrero","Combined Print & E-Book Fiction","3","Taylor Jenkins Reid","THE SEVEN HUSBANDS OF EVELYN HUGO","31","Romance"
"13 de febrero","Combined Print & E-Book Fiction","4","Christine Feehan","SAVAGE ROAD","1","Romance"
"13 de febrero","Combined Print & E-Book Fiction","5","Colleen Hoover","UGLY LOVE","5","Romance"
"13 de febrero","Combined Print & E-Book Fiction","6","Nita Prose","THE MAID","4","Thriller"
"13 de febrero","Combined Print & E-Book Fiction","7","Amor Towles","THE LINCOLN HIGHWAY","17","Coming of age"
"13 de febrero","Combined Print & E-Book Fiction","8","Matt Haig","THE MIDNIGHT LIBRARY","52","Ciencia Ficción"
"13 de febrero","Combined Print & E-Book Fiction","9","Laura Dave","THE LAST THING HE TOLD ME","32","Thriller"
"13 de febrero","Combined Print & E-Book Fiction","10"," Fiona Davis","THE MAGNOLIA PALACE","1","Misterio"
"13 de febrero","Combined Print & E-Book Fiction","11","John Grisham","THE JUDGE'S LIST","15","Thriller"
"13 de febrero","Combined Print & E-Book Fiction","12","Isabel Allende","VIOLETA","1","Romance"
"13 de febrero","Combined Print & E-Book Fiction","13","Ali Hazelwood","THE LOVE HYPOTHESIS","11","Romance"
"13 de febrero","Combined Print & E-Book Fiction","14","James Patterson and Mike Lupica","THE HORSEWOMAN","2","Thriller"
"13 de febrero","Combined Print & E-Book Fiction","15","Delia Owens","WHERE THE CRAWDADS SING","149","Thriller"
"13 de febrero","Combined Print & E-Book Nonfiction","1","Peter Schweizer","RED-HANDED","1","Política"
"13 de febrero","Combined Print & E-Book Nonfiction","2","Michael Schur","HOW TO BE PERFECT","1","Autoayuda"
"13 de febrero","Combined Print & E-Book Nonfiction","3","Bessel Van Der Kolk","THE BODY KEEPS THE SCORE","75","Autoayuda"
"13 de febrero","Combined Print & E-Book Nonfiction","4","Nikole Hannah-Jones","THE 1619 PROJECT","11","Historia"
"13 de febrero","Combined Print & E-Book Nonfiction","5","Valerie Bertinelli","ENOUGH ALREADY","2","Autobiografía"
"13 de febrero","Combined Print & E-Book Nonfiction","6","Imani Perry","SOUTH TO AMERICA","1","Historia"
"13 de febrero","Combined Print & E-Book Nonfiction","7","Rosemary Sullivan","THE BETRAYAL OF ANNE FRANK","2","Historia"
"13 de febrero","Combined Print & E-Book Nonfiction","8","Stanley Tucci","TASTE","16","Autobiografía"
"13 de febrero","Combined Print & E-Book Nonfiction","9","Michelle Zauner","CRYING IN H MART","18","Autobiografía"
"13 de febrero","Combined Print & E-Book Nonfiction","10","Will Smith","WILL","12","Autobiografía"
"13 de febrero","Combined Print & E-Book Nonfiction","11","Robin Wall Kimmerer","BRAIDING SWEETGRASS","27","Autoayuda"
"13 de febrero","Combined Print & E-Book Nonfiction","12","Jamie Raskin","UNTHINKABLE","4","Autobiografía"
"13 de febrero","Combined Print & E-Book Nonfiction","13","Dave Grohl","THE STORYTELLER","17","Autobiografía"
"13 de febrero","Combined Print & E-Book Nonfiction","14","Bell Hooks","ALL ABOUT LOVE","7","Autoayuda"
"13 de febrero","Combined Print & E-Book Nonfiction","15","Matthew McConaughey","GREENLIGHTS","54","Autobiografía"
"20 de febrero","Combined Print & E-Book Fiction","1","Colleen Hoover","IT ENDS WITH US","34","Romance"
"20 de febrero","Combined Print & E-Book Fiction","2","Colleen Hoover","VERITY","9","Thriller"
"20 de febrero","Combined Print & E-Book Fiction","3","Taylor Jenkins Reid","THE SEVEN HUSBANDS OF EVELYN HUGO","32","Romance"
"20 de febrero","Combined Print & E-Book Fiction","4","Colleen Hoover","UGLY LOVE","6","Romance"
"20 de febrero","Combined Print & E-Book Fiction","5","Nita Prose","THE MAID","5","Thriller"
"20 de febrero","Combined Print & E-Book Fiction","6","Amor Towles","THE LINCOLN HIGHWAY","18","Coming of age"
"20 de febrero","Combined Print & E-Book Fiction","7","Matt Haig","THE MIDNIGHT LIBRARY","53","Ciencia Ficción"
"20 de febrero","Combined Print & E-Book Fiction","8","Charmaine Wilkerson","BLACK CAKE","1","Coming of age"
"20 de febrero","Combined Print & E-Book Fiction","9","Ali Hazelwood","THE LOVE HYPOTHESIS","12","Romance"
"20 de febrero","Combined Print & E-Book Fiction","10","Laura Dave","THE LAST THING HE TOLD ME","33","Thriller"
"20 de febrero","Combined Print & E-Book Fiction","11","Nina de Gramont","THE CHRISTIE AFFAIR","1","Misterio"
"20 de febrero","Combined Print & E-Book Fiction","12","John Grisham","THE JUDGE'S LIST","16","Thriller"
"20 de febrero","Combined Print & E-Book Fiction","13","Emily Henry","PEOPLE WE MEET ON VACATION","21","Romance"
"20 de febrero","Combined Print & E-Book Fiction","14","Delia Owens","WHERE THE CRAWDADS SING","150","Thriller"
"20 de febrero","Combined Print & E-Book Fiction","15","Lisa Gardner","ONE STEP TOO FAR","2","Thriller"
"20 de febrero","Combined Print & E-Book Nonfiction","1","Peter Schweizer","RED-HANDED","2","Política"
"20 de febrero","Combined Print & E-Book Nonfiction","2","Nikole Hannah-Jones","THE 1619 PROJECT","12","Historia"
"20 de febrero","Combined Print & E-Book Nonfiction","3","Bessel Van Der Kolk","THE BODY KEEPS THE SCORE","76","Autoayuda"
"20 de febrero","Combined Print & E-Book Nonfiction","4"," Daniel H. Pink","THE POWER OF REGRET","1","Autoayuda"
"20 de febrero","Combined Print & E-Book Nonfiction","5","Michael Schur","HOW TO BE PERFECT","2","Autoayuda"
"20 de febrero","Combined Print & E-Book Nonfiction","6","Michelle Zauner","CRYING IN H MART","19","Autobiografía"
"20 de febrero","Combined Print & E-Book Nonfiction","7","Glennon Doyle","UNTAMED","84","Autobiografía"
"20 de febrero","Combined Print & E-Book Nonfiction","8","Dan Charnas","DILLA TIME","1","Autobiografía"
"20 de febrero","Combined Print & E-Book Nonfiction","9","Valerie Bertinelli","ENOUGH ALREADY","3","Autobiografía"
"20 de febrero","Combined Print & E-Book Nonfiction","10","Rosemary Sullivan","THE BETRAYAL OF ANNE FRANK","3","Historia"
"20 de febrero","Combined Print & E-Book Nonfiction","11","Will Smith","WILL","13","Autobiografía"
"20 de febrero","Combined Print & E-Book Nonfiction","12","Bell Hooks","ALL ABOUT LOVE","8","Autoayuda"
"20 de febrero","Combined Print & E-Book Nonfiction","13","Imani Perry","SOUTH TO AMERICA","2","Historia"
"20 de febrero","Combined Print & E-Book Nonfiction","14","Robin Wall Kimmerer","BRAIDING SWEETGRASS","28","Autoayuda"
"20 de febrero","Combined Print & E-Book Nonfiction","15","Matthew McConaughey","GREENLIGHTS","55","Autobiografía"
"27 de febrero","Combined Print & E-Book Fiction","1","J.D. Robb","ABANDONED IN DEATH","1","Thriller"
"27 de febrero","Combined Print & E-Book Fiction","2","Colleen Hoover","IT ENDS WITH US","32","Romance"
"27 de febrero","Combined Print & E-Book Fiction","3","Jonathan Kellerman","CITY OF THE DEAD","1","Thriller"
"27 de febrero","Combined Print & E-Book Fiction","4","Colleen Hoover","VERITY","10","Thriller"
"27 de febrero","Combined Print & E-Book Fiction","5","Taylor Jenkins Reid","THE SEVEN HUSBANDS OF EVELYN HUGO","33","Romance"
"27 de febrero","Combined Print & E-Book Fiction","6","Colleen Hoover","UGLY LOVE","7","Romance"
"27 de febrero","Combined Print & E-Book Fiction","7","Ali Hazelwood","THE LOVE HYPOTHESIS","13","Romance"
